Customer_ID,Sign_up_date,Last_order_placed_date,No_of_orders_placed,Maximum_bill,Minimum_bill,No_of_Review_given,No_of_Comment_added,No_of_Images_added,No_of_issues_raised,Orders_returned,Category_of_customers,Gender,Premium,Gift_card_amount
ID0x2917,05/31/2011 10:10 AM,11/15/2018 10:02 AM,266,2035.6,125.73,93.0,60,44.0,50,10,Passive,Male,No,102
ID0x241b,12/25/2016 04:15 AM,08/28/2019 07:35 AM,24,870.82,205.24,8.0,4,2.0,1,0,Active,Male,Yes,80
ID0x33ce,06/07/2011 04:56 AM,10/12/2011 12:48 AM,21,757.91,130.68,9.0,3,1.0,4,1,Inactive,Male,No,44
ID0x13b5,01/17/2016 10:33 PM,01/19/2021 09:52 AM,334,277.01,250.43,120.0,55,44.0,77,20,Active,Female,Yes,73
ID0x65c,02/17/2015 09:58 PM,10/16/2015 04:35 AM,72,991.08,108.0,23.0,17,5.0,7,1,Passive,Male,Yes,81
ID0x1090,06/11/2018 12:20 PM,04/20/2019 01:36 PM,21,915.5,155.91,11.0,3,2.0,1,0,Active,Male,No,23
ID0x1269,03/05/2016 11:55 PM,10/03/2018 01:11 PM,49,534.1,180.26,16.0,11,6.0,6,0,Passive,Female,Yes,54
ID0x1eff,10/10/2014 06:50 AM,04/29/2019 04:00 PM,317,1354.92,227.84,106.0,41,54.0,68,4,Active,Male,Yes,159
ID0x3b66,02/09/2014 11:01 PM,08/13/2015 12:55 AM,40,441.96,83.79,21.0,6,2.0,9,12,Passive,Female,No,56
ID0x1915,11/01/2017 11:21 AM,01/23/2021 05:06 AM,159,2333.55,212.69,62.0,26,16.0,17,3,Active,Female,No,82
ID0x2902,01/11/2019 03:00 AM,10/08/2019 12:06 AM,71,773.38,263.0,27.0,9,8.0,12,2,Active,Female,No,62
ID0x3b3b,06/07/2013 03:47 PM,11/11/2017 10:21 AM,119,1701.89,315.62,38.0,20,18.0,73,2,Passive,Female,Yes,139
ID0x3f25,02/23/2016 09:42 PM,09/24/2016 07:12 AM,34,264.5,82.58,11.0,8,4.0,6,1,,Male,No,15
ID0x29dc,01/15/2020 05:33 AM,11/16/2020 11:52 AM,27,621.74,191.41,12.0,4,2.0,1,0,Active,Female,No,22
ID0x29bb,05/19/2015 11:02 PM,10/28/2015 04:04 AM,40,796.32,171.15,19.0,8,4.0,3,1,Passive,Female,No,40
ID0xbd5,09/22/2017 06:41 PM,06/11/2018 12:32 AM,39,158.62,136.03,17.0,5,5.0,3,0,Passive,Female,No,32
ID0x1b90,05/24/2013 05:12 AM,03/07/2016 08:30 AM,293,115.6,333.46,106.0,47,42.0,51,12,Passive,Male,No,136
ID0x1bd3,08/05/2012 09:28 AM,09/05/2017 07:52 PM,164,1841.13,338.37,76.0,34,28.0,18,8,Passive,Female,No,107
ID0x3b79,03/31/2018 06:42 AM,06/26/2019 04:11 AM,20,803.68,213.53,8.0,2,2.0,2,0,Active,Male,No,77
ID0x17d1,01/28/2014 07:07 PM,01/30/2019 02:27 PM,342,2045.54,276.61,195.0,47,38.0,19,9,Active,Female,No,96
ID0x3e59,12/30/2018 02:28 PM,08/09/2019 03:03 AM,32,374.41,233.38,13.0,5,2.0,6,1,Active,Male,No,66
ID0x29d9,04/12/2013 11:46 AM,03/17/2018 03:42 PM,162,873.54,99.6,56.0,34,15.0,28,4,Passive,Male,No,74
ID0x14d4,10/12/2019 08:46 AM,07/01/2020 03:02 PM,77,780.52,244.0,43.0,9,10.0,5,3,Active,Female,No,98
ID0x31ec,04/28/2016 05:06 AM,05/19/2017 06:05 PM,355,219.2,125.89,23.0,9,7.0,10,1,Passive,Female,No,60
ID0x3876,09/12/2012 06:22 AM,11/05/2016 12:35 AM,279,604.24,220.2,134.0,63,43.0,57,10,Passive,Female,Yes,78
ID0x3329,12/19/2014 09:20 AM,03/02/2017 07:25 PM,73,698.96,290.0,40.0,12,4.0,14,2,Passive,Male,No,46
ID0xca3,05/04/2011 07:42 AM,10/29/2019 03:01 PM,97,829.09,77.0,34.0,15,10.0,8,0,Active,Male,No,83
ID0x241f,03/13/2019 07:31 PM,11/03/2020 11:05 PM,55,139.42,142.0,21.0,12,9.0,3,2,Active,Male,No,95
ID0x1c5b,12/13/2016 06:29 PM,06/05/2018 12:42 PM,58,1069.63,125.0,19.0,8,7.0,3,2,,Female,No,68
ID0x28d5,11/16/2015 05:19 AM,02/03/2017 06:29 PM,70,872.95,181.0,38.0,12,4.0,7,4,Passive,Male,No,54
ID0x2cff,05/22/2015 04:32 AM,07/13/2017 11:44 PM,42,409.04,120.2,13.0,6,6.0,1,1,Passive,Male,No,77
ID0x53c,12/28/2015 07:56 AM,02/28/2019 08:26 PM,253,518.65,217.04,122.0,44,18.0,11,8,Active,Male,No,105
ID0x15fc,10/23/2016 01:04 PM,07/24/2017 07:49 AM,65,961.64,160.0,28.0,13,7.0,2,3,Passive,Male,No,35
ID0x12da,04/02/2013 12:39 PM,07/22/2013 07:03 PM,77,662.7,266.0,27.0,14,6.0,11,3,Inactive,Female,No,20
ID0x3d11,01/05/2015 03:35 AM,04/10/2018 03:39 AM,79,784.36,287.0,42.0,14,9.0,18,2,Passive,Female,No,66
ID0x11b6,08/25/2013 07:26 PM,01/19/2014 02:26 PM,28,344.13,91.91,9.0,7,4.0,4,0,Inactive,Male,No,27
ID0x2915,10/23/2015 08:02 AM,11/14/2015 11:39 AM,74,604.14,113.0,,16,13.0,14,4,Passive,Male,No,39
ID0x2890,,01/14/2019 04:38 AM,44,337.27,238.25,23.0,10,4.0,1,2,Active,Female,No,50
ID0x3b9e,06/09/2017 02:53 PM,05/10/2019 05:08 PM,55,781.64,202.0,23.0,8,5.0,12,0,,Male,No,69
ID0x25ca,02/03/2012 10:09 AM,12/24/2015 09:38 AM,253,1574.92,136.05,122.0,55,31.0,52,5,Passive,Male,No,86
ID0x38ed,06/29/2019 01:48 AM,12/07/2020 08:48 AM,35,811.85,90.36,14.0,8,6.0,5,0,Active,Male,No,54
ID0x16cb,07/20/2016 03:13 PM,05/30/2018 03:51 PM,29,613.55,106.96,10.0,5,4.0,1,0,Passive,Female,No,36
ID0x5c3,08/18/2013 05:51 PM,05/08/2015 11:04 AM,60,878.68,109.0,23.0,13,8.0,12,2,Passive,Male,No,55
ID0x283e,08/25/2013 11:41 AM,07/15/2014 10:20 AM,76,526.05,85.0,36.0,13,8.0,10,0,Inactive,Female,Yes,75
ID0x2afa,08/18/2010 10:30 AM,02/13/2021 09:19 PM,315,2283.92,129.95,174.0,48,41.0,66,13,Active,Female,Yes,75
ID0x217b,01/08/2015 03:32 AM,06/20/2018 06:07 AM,197,1666.1,182.32,87.0,36,30.0,8,8,Passive,Male,Yes,102
ID0x687,09/13/2015 06:09 AM,02/06/2018 05:03 AM,55,1024.92,250.0,18.0,12,4.0,12,2,Passive,Male,Yes,85
ID0x3e47,06/13/2010 06:30 PM,06/14/2012 04:28 PM,25,708.18,209.49,11.0,6,3.0,3,1,Inactive,Male,No,34
ID0x1975,06/14/2019 12:28 AM,11/14/2019 02:26 AM,45,409.39,150.13,14.0,9,7.0,7,0,Active,Male,No,35
ID0x360a,02/05/2011 11:04 PM,03/05/2018 02:15 AM,518,1715.58,159.48,106.0,30,22.0,18,8,Passive,Male,No,103
ID0x24a3,10/12/2013 01:05 PM,09/01/2015 03:17 PM,64,956.06,170.0,22.0,11,8.0,6,2,Passive,Male,No,48
ID0x2e2f,06/24/2013 06:25 AM,02/04/2018 01:13 AM,91,822.2,113.0,51.0,18,8.0,9,2,Passive,Male,No,44
ID0x25f3,08/12/2014 09:12 AM,10/10/2015 06:12 PM,63,258.31,133.0,30.0,13,5.0,12,0,Passive,Male,No,44
ID0x19ad,11/14/2019 03:10 PM,09/26/2020 12:01 PM,47,248.28,93.52,21.0,12,7.0,6,0,Active,Male,No,22
ID0x3379,05/27/2019 07:45 AM,05/16/2020 10:30 PM,45,753.62,84.72,22.0,6,6.0,10,1,Active,Female,No,73
ID0x1fb4,05/07/2017 04:04 AM,11/12/2017 10:35 AM,53,1129.85,201.0,22.0,6,8.0,10,1,Passive,Male,No,45
ID0x850,10/21/2014 08:40 PM,07/30/2016 12:52 AM,26,707.18,160.92,9.0,61,3.0,4,0,Passive,Male,No,26
ID0xd8f,05/09/2014 07:06 PM,,341,421.05,90.52,194.0,76,56.0,101,14,Active,Male,No,130
ID0x2330,09/14/2012 05:03 AM,12/26/2020 07:57 AM,174,1769.14,102.23,74.0,23,20.0,36,1,Active,Female,No,102
ID0x1af2,07/05/2016 01:52 PM,01/03/2018 04:52 PM,57,240.79,190.0,26.0,14,5.0,8,1,Passive,Female,Yes,82
ID0xc1b,10/15/2017 12:04 PM,09/04/2018 12:41 PM,27,867.1,223.58,15.0,4,4.0,2,0,Passive,Male,No,22
ID0x1c93,01/28/2012 06:52 AM,05/29/2014 11:35 AM,64,325.95,201.0,27.0,10,5.0,5,0,Inactive,Female,No,31
ID0x3c67,08/17/2018 01:40 PM,08/11/2019 12:41 PM,27,208.51,136.59,10.0,4,2.0,5,1,Active,Male,Yes,79
ID0x2140,08/10/2019 12:57 AM,10/20/2019 11:57 PM,50,682.34,233.73,22.0,11,5.0,4,2,Active,Male,No,22
ID0x89c,05/02/2019 04:31 AM,09/26/2020 12:50 AM,42,768.52,138.45,17.0,9,6.0,7,2,Active,Female,Yes,76
ID0x64f,11/18/2011 01:36 AM,06/05/2018 09:48 PM,76,315.84,163.0,28.0,13,9.0,12,0,Passive,Female,No,40
ID0x1fc1,09/11/2016 10:21 AM,10/15/2019 11:26 AM,246,1879.7,310.6,105.0,51,41.0,23,7,Active,Female,No,118
ID0x4d4,11/16/2015 09:23 AM,09/04/2016 08:40 AM,73,711.59,116.0,35.0,15,11.0,16,3,Passive,Male,Yes,51
ID0x3dcf,06/19/2010 08:03 AM,07/28/2011 05:54 AM,48,260.06,78.95,22.0,9,8.0,7,0,Inactive,Female,No,34
ID0x3404,04/03/2016 01:15 AM,11/19/2018 09:18 PM,48,425.24,230.82,19.0,10,,3,0,Passive,Male,No,68
ID0x33e5,12/29/2012 05:56 PM,01/31/2014 05:30 AM,36,654.85,159.66,17.0,5,4.0,1,0,Inactive,Male,Yes,76
ID0x11ab,11/30/2015 05:15 PM,11/02/2016 01:12 PM,40,610.85,194.04,16.0,9,4.0,3,0,Passive,Male,No,33
ID0x30e7,08/07/2014 09:35 PM,01/26/2015 05:35 PM,64,700.5,153.0,28.0,12,5.0,8,2,Passive,Female,Yes,64
ID0x32b8,12/31/2013 08:40 PM,11/03/2014 09:52 PM,79,577.01,271.0,43.0,12,13.0,10,1,Inactive,Male,No,26
ID0x2462,05/10/2018 01:45 PM,11/09/2019 04:21 PM,21,170.51,129.76,10.0,4,2.0,3,0,,Female,Yes,59
ID0x2fc9,11/29/2012 04:33 AM,07/03/2014 02:18 PM,51,695.05,164.0,25.0,6,5.0,9,1,Inactive,Female,No,37
ID0x3c03,06/08/2010 03:55 AM,09/30/2012 09:20 AM,62,269.9,242.0,34.0,11,10.0,13,2,Inactive,Female,No,34
ID0x1e47,11/26/2017 04:40 PM,12/19/2018 06:33 AM,44,467.81,121.84,23.0,6,7.0,6,1,Passive,Female,No,63
ID0x98c,12/05/2014 10:00 AM,05/30/2018 12:16 PM,258,2496.0,132.82,,52,24.0,56,8,Passive,Female,No,104
ID0x2b70,10/20/2017 03:52 PM,11/30/2017 07:42 PM,39,901.88,185.71,16.0,9,5.0,2,0,Passive,Male,Yes,74
ID0x2fc0,02/05/2011 07:51 AM,02/10/2014 01:55 PM,250,270.37,130.07,84.0,57,25.0,18,10,Inactive,Female,No,88
ID0x25bc,11/01/2015 04:40 AM,01/27/2020 07:25 AM,149,1527.5,343.68,50.0,20,21.0,17,8,Active,Male,No,114
ID0x150e,02/11/2013 09:34 AM,05/05/2019 06:16 AM,115,669.02,217.03,62.0,16,20.0,19,0,Active,Male,No,79
ID0x1a59,10/04/2012 07:06 AM,09/08/2020 10:22 PM,163,1454.02,332.32,81.0,29,21.0,21,2,Active,Female,No,94
ID0x2297,01/28/2020 07:58 PM,09/20/2020 10:34 PM,41,262.22,228.18,,7,3.0,6,0,Active,Male,No,77
ID0x29e2,04/26/2017 10:07 AM,12/14/2019 04:06 PM,50,287.07,224.53,28.0,7,8.0,3,0,Active,Male,No,24
ID0x1fcf,10/18/2012 04:15 PM,11/20/2020 11:28 AM,344,438.81,302.3,196.0,73,44.0,61,17,Active,Male,Yes,83
ID0x1bce,06/28/2019 05:55 AM,07/15/2019 12:36 PM,79,277.89,172.0,37.0,17,10.0,15,4,Active,Male,No,74
ID0x3a16,06/10/2014 12:17 PM,12/23/2016 08:33 AM,60,829.24,95.0,32.0,8,4.0,3,1,Passive,Male,No,76
ID0x1e1b,10/19/2013 06:13 AM,12/10/2014 06:51 AM,50,595.98,128.99,26.0,10,3.0,10,1,Inactive,Male,No,29
ID0x258a,12/09/2016 02:14 PM,01/05/2017 03:22 PM,29,149.2,170.46,12.0,5,3.0,4,0,Passive,Male,No,18
ID0x2a8e,03/07/2017 04:55 AM,03/12/2020 12:02 PM,86,929.44,163.0,42.0,13,12.0,16,1,Active,Male,No,81
ID0x171a,07/18/2012 01:57 AM,02/17/2015 10:51 AM,80,831.27,91.0,39.0,18,5.0,9,0,Passive,Female,No,36
ID0x1441,07/22/2012 12:09 PM,03/30/2019 11:16 AM,157,1328.0,237.27,51.0,24,20.0,11,6,Active,Male,Yes,108
ID0x279e,11/21/2016 03:23 PM,12/19/2020 05:31 AM,82,832.61,142.0,28.0,11,12.0,17,3,Active,Male,No,73
ID0x34cb,11/21/2018 06:45 AM,01/10/2021 03:47 PM,23,114.57,87.23,10.0,3,2.0,5,0,Active,Male,No,48
ID0x3bde,12/25/2014 06:17 AM,04/30/2016 12:07 PM,60,325.23,171.0,30.0,66,6.0,12,1,Passive,Male,Yes,98
ID0x2775,07/26/2017 10:45 PM,11/01/2017 04:20 PM,70,295.7,211.0,28.0,12,7.0,5,2,Passive,Male,No,40
ID0xcc1,08/27/2017 03:45 PM,09/24/2017 05:34 PM,79,866.5,279.0,29.0,12,14.0,6,4,Passive,Female,No,62
ID0x3727,11/25/2011 06:50 AM,09/28/2016 04:44 AM,81,725.27,220.0,39.0,10,10.0,9,2,Passive,Female,Yes,87
ID0x1fe4,02/19/2013 05:03 AM,06/23/2017 08:12 AM,76,689.07,194.0,25.0,19,6.0,8,3,Passive,Male,No,22
ID0x2104,01/07/2013 09:04 AM,02/27/2016 06:25 AM,87,329.57,159.0,,21,5.0,10,1,Passive,Male,Yes,87
ID0xfc9,01/09/2011 05:56 PM,08/11/2018 01:16 PM,350,2517.85,110.02,176.0,72,20.0,67,13,Passive,Male,No,135
ID0x2dae,09/23/2016 07:19 AM,06/14/2018 10:49 PM,326,687.97,180.82,11.0,6,1.0,2,0,Passive,Male,No,29
ID0x2f44,03/10/2016 10:42 AM,12/20/2017 03:04 AM,28,792.54,183.95,11.0,3,2.0,3,1,Passive,Female,Yes,98
ID0x2013,10/18/2018 08:49 PM,10/10/2020 09:26 AM,30,177.51,155.27,11.0,7,2.0,7,0,Active,Male,No,76
ID0x1984,05/31/2019 01:57 PM,12/26/2020 02:56 PM,54,418.79,224.0,18.0,13,4.0,2,0,Active,Male,No,107
ID0x3bfe,12/14/2014 08:58 PM,09/24/2016 05:11 PM,36,238.24,123.95,18.0,7,2.0,6,1,Passive,Female,Yes,61
ID0x2362,05/23/2014 05:08 PM,04/08/2020 01:18 PM,206,297.36,186.22,109.0,36,30.0,96,17,Active,Male,No,83
ID0x859,10/07/2018 05:10 AM,12/20/2018 11:42 PM,38,299.12,147.02,,9,5.0,6,1,Passive,Male,No,15
ID0xeef,03/10/2011 12:26 PM,12/09/2013 10:58 PM,252,447.39,208.44,139.0,56,29.0,12,10,Inactive,Male,No,73
ID0x3c77,12/05/2017 11:20 PM,07/04/2019 12:16 AM,21,416.58,183.5,9.0,4,2.0,3,0,Active,Male,No,44
ID0x326d,08/29/2018 11:52 PM,03/30/2019 04:45 PM,67,154.32,207.0,25.0,9,5.0,4,1,Active,Male,Yes,89
ID0x15fe,01/13/2015 05:59 AM,07/18/2020 06:51 AM,326,397.22,267.16,155.0,68,24.0,64,0,Active,Male,No,73
ID0x1a0b,09/14/2012 02:35 AM,04/29/2017 12:24 AM,237,1164.92,331.12,133.0,61,33.0,50,12,Passive,Female,No,121
ID0x26bb,04/28/2015 12:12 AM,01/12/2019 12:31 PM,129,,164.61,64.0,30,19.0,16,3,Active,Female,No,119
ID0x3a4a,12/29/2017 09:56 PM,04/07/2019 11:17 AM,69,597.54,238.0,33.0,16,7.0,9,1,Active,Female,No,111
ID0x3d72,02/17/2012 06:26 PM,07/10/2012 08:33 PM,32,217.22,152.6,10.0,6,2.0,4,0,Inactive,Male,No,37
ID0x3dfc,10/03/2010 03:15 AM,06/28/2011 11:47 PM,34,559.2,209.09,13.0,8,4.0,6,1,Inactive,Male,No,34
ID0xd2e,05/03/2012 09:01 PM,01/13/2020 10:23 PM,131,1053.66,135.82,49.0,23,8.0,8,7,Active,Female,No,134
ID0x971,09/21/2014 06:12 PM,06/04/2018 06:59 PM,117,453.3,276.11,57.0,21,13.0,25,1,Passive,Male,No,132
ID0x359c,04/07/2011 08:43 AM,08/26/2012 06:15 PM,54,141.21,180.0,17.0,12,4.0,10,3,Inactive,Male,No,30
ID0x22f0,07/28/2013 10:29 PM,10/17/2013 04:49 PM,54,633.69,228.0,19.0,7,8.0,9,2,Inactive,Female,No,36
ID0x2811,05/18/2019 09:29 AM,12/20/2020 12:18 AM,27,224.81,109.15,9.0,4,4.0,4,0,Active,Male,No,73
ID0x139a,01/24/2011 07:56 AM,09/26/2011 03:33 AM,74,,218.0,38.0,11,,16,1,,Male,No,44
ID0x3ae0,04/29/2017 11:09 AM,10/11/2019 02:12 AM,22,705.87,121.41,7.0,4,1.0,1,1,Active,Female,Yes,61
ID0x3ddf,10/18/2010 06:39 AM,07/01/2014 08:38 AM,213,559.65,214.63,76.0,41,33.0,24,3,Inactive,Male,No,146
ID0x39e1,09/07/2015 11:20 PM,08/01/2018 07:21 AM,162,1351.14,176.52,66.0,33,15.0,13,3,Passive,Male,Yes,71
ID0x3d41,09/14/2014 10:20 PM,01/09/2019 12:34 PM,187,1803.41,137.34,97.0,25,27.0,21,8,Active,Male,No,126
ID0x237b,12/07/2012 04:22 PM,01/14/2013 08:01 PM,50,323.67,123.27,27.0,12,4.0,11,0,Inactive,Male,No,25
ID0x25d5,05/16/2013 07:51 AM,11/17/2014 09:01 AM,33,709.81,106.67,11.0,6,2.0,7,0,Inactive,Female,No,30
ID0x39f0,06/18/2014 12:48 PM,04/07/2017 03:01 AM,171,878.96,85.84,98.0,34,18.0,36,6,Passive,Male,Yes,147
ID0x1e32,11/22/2010 01:26 PM,11/09/2020 06:00 PM,110,491.04,279.93,54.0,15,9.0,24,0,Active,Female,No,127
ID0x14f7,06/18/2012 03:15 PM,05/07/2013 08:39 AM,54,606.29,91.0,20.0,10,3.0,11,0,Inactive,Male,No,25
ID0x9ee,07/21/2017 09:13 AM,03/06/2020 06:28 AM,33,760.16,97.5,12.0,6,3.0,2,1,Active,Female,Yes,63
ID0x4c0,03/01/2012 06:26 AM,08/14/2014 08:00 PM,76,834.26,193.0,41.0,13,3.0,14,0,Inactive,Female,No,37
ID0x28ed,08/05/2017 04:21 PM,06/26/2018 02:08 AM,77,768.35,149.0,40.0,17,6.0,18,1,Passive,Female,Yes,74
ID0xa2a,02/13/2011 01:30 PM,11/24/2011 06:49 PM,61,355.3,201.0,20.0,8,4.0,12,0,Inactive,Female,Yes,77
ID0x265e,10/01/2010 02:56 PM,10/26/2016 09:59 AM,213,2092.98,123.68,68.0,50,32.0,48,3,Passive,Male,No,128
ID0x120e,07/21/2014 08:46 PM,02/26/2018 08:41 PM,243,2241.22,118.78,117.0,30,35.0,39,14,Passive,Male,No,114
ID0x3aa6,10/03/2015 12:50 PM,01/30/2017 04:51 AM,21,135.85,202.93,10.0,3,1.0,0,0,Passive,Male,No,22
ID0x1b6d,06/17/2016 06:18 PM,09/25/2018 10:50 AM,31,324.74,84.26,14.0,6,3.0,6,1,Passive,Male,No,15
ID0x3325,10/17/2016 01:53 AM,12/11/2017 11:21 AM,53,1147.5,177.0,27.0,72,8.0,12,2,Passive,Male,No,51
ID0x3d56,12/07/2016 09:47 AM,04/25/2019 09:25 PM,60,1033.03,210.0,27.0,7,9.0,8,1,Active,Female,No,112
ID0x1675,03/16/2017 09:40 PM,02/15/2020 03:26 PM,78,951.87,209.0,34.0,15,13.0,13,3,Active,Male,Yes,105
ID0x1255,02/20/2018 09:53 AM,06/17/2020 05:09 AM,27,759.7,118.81,13.0,6,4.0,5,1,Active,Male,Yes,84
ID0x3bb7,02/22/2011 07:47 AM,10/30/2014 07:55 PM,158,1719.94,262.79,86.0,25,12.0,29,4,Inactive,Male,No,76
ID0xb1a,12/16/2019 12:32 AM,08/01/2020 10:28 PM,80,161.63,243.0,39.0,16,5.0,9,3,Active,Male,Yes,98
ID0x1d58,06/25/2018 03:48 PM,11/11/2018 08:58 PM,67,1104.19,148.0,25.0,8,5.0,7,3,Passive,Female,No,41
ID0x36ef,05/18/2012 03:48 AM,09/07/2019 01:17 PM,230,1098.12,247.71,120.0,58,17.0,9,9,Active,Female,No,103
ID0x14bd,07/06/2017 05:59 AM,01/25/2019 02:51 PM,74,780.74,229.0,42.0,15,11.0,11,0,Active,Male,No,114
ID0x2e81,09/29/2014 12:19 PM,04/01/2017 05:06 AM,79,941.34,285.0,44.0,13,5.0,18,1,Passive,Female,No,53
ID0x428,08/19/2016 04:02 AM,11/02/2017 11:34 PM,60,1158.83,210.0,34.0,13,5.0,4,2,Passive,Male,Yes,64
ID0xbfa,03/29/2019 03:13 AM,05/22/2019 08:46 PM,70,746.21,104.0,36.0,8,7.0,15,3,Active,Female,No,106
ID0x317b,03/29/2017 02:22 AM,04/15/2017 07:06 PM,65,255.4,84.0,34.0,14,9.0,5,3,Passive,Female,Yes,80
ID0x3055,03/03/2012 03:13 AM,05/27/2018 10:46 PM,183,2356.11,165.22,97.0,29,32.0,39,8,Passive,Female,No,77
ID0x3b5f,11/30/2014 02:04 AM,09/03/2015 04:09 PM,54,142.84,152.0,30.0,11,3.0,10,1,Passive,Male,No,43
ID0x778,06/10/2015 01:08 PM,12/18/2020 07:41 AM,598,1364.57,304.01,169.0,48,25.0,60,16,Active,Female,No,103
ID0x1726,,10/29/2017 02:34 PM,96,380.44,80.0,44.0,15,13.0,5,4,Passive,Female,No,40
ID0x1dc7,03/15/2018 03:52 PM,11/27/2019 01:14 PM,23,692.32,183.6,10.0,3,1.0,4,0,,Female,No,77
ID0x1890,03/17/2011 10:46 PM,05/17/2016 10:27 AM,297,158.09,110.83,149.0,49,28.0,69,13,Passive,Male,Yes,115
ID0x3bb5,01/26/2012 12:05 PM,08/06/2012 05:51 AM,56,475.82,95.0,25.0,13,5.0,8,3,,Male,Yes,58
ID0x449,10/19/2015 10:43 PM,06/22/2016 07:54 AM,64,509.86,142.0,31.0,16,8.0,10,2,Passive,Female,Yes,82
ID0x38c9,12/16/2016 01:16 AM,01/27/2021 10:02 AM,89,228.47,243.0,37.0,12,13.0,12,3,Active,Male,No,100
ID0x190f,10/23/2014 04:39 AM,08/31/2020 10:10 PM,94,1121.23,285.0,31.0,11,12.0,17,3,Active,Male,Yes,115
ID0x1170,12/23/2011 10:57 AM,08/16/2018 09:50 AM,248,705.8,309.1,88.0,43,30.0,56,9,Passive,Female,No,94
ID0x3730,04/08/2019 12:18 PM,09/26/2019 03:52 AM,37,756.71,95.89,19.0,6,5.0,5,1,Active,Male,Yes,98
ID0x5b4,12/09/2017 04:23 PM,04/08/2020 06:37 PM,41,221.0,144.77,20.0,10,3.0,2,0,Active,Male,Yes,91
ID0x2bbf,01/07/2014 07:33 PM,06/18/2014 12:29 PM,42,320.64,102.05,20.0,6,6.0,2,0,Inactive,Male,No,27
ID0x1fd0,02/28/2018 01:25 PM,07/25/2018 03:17 AM,44,326.05,208.47,25.0,5,6.0,1,1,Passive,Male,No,51
ID0x279b,07/05/2015 11:07 AM,09/11/2020 05:26 AM,253,1166.79,340.48,85.0,52,30.0,13,9,Active,Male,No,97
ID0x1057,07/01/2011 01:59 AM,04/06/2019 11:14 AM,280,1911.35,228.5,,69,20.0,64,8,Active,Male,No,103
ID0x24f3,03/24/2016 06:42 AM,09/19/2020 09:40 PM,299,1121.32,184.74,119.0,41,50.0,50,10,Active,Female,No,127
ID0x3352,05/05/2017 11:55 PM,06/10/2019 08:28 PM,45,922.18,166.75,20.0,9,4.0,5,2,,Male,No,76
ID0xf21,07/26/2014 01:08 PM,02/20/2019 02:22 AM,119,2603.73,301.7,66.0,28,16.0,27,3,Active,Male,No,125
ID0xf83,07/16/2016 10:54 AM,11/27/2017 08:56 AM,42,152.26,102.85,20.0,9,3.0,3,1,Passive,Male,No,69
ID0x9d9,10/27/2013 01:24 PM,08/01/2018 12:20 AM,223,2231.93,271.74,73.0,49,35.0,46,7,Passive,Male,Yes,110
ID0x268f,10/28/2019 04:43 AM,11/26/2020 07:00 AM,76,1052.05,286.0,25.0,15,6.0,10,2,Active,Male,Yes,104
ID0x3d03,04/26/2014 04:04 PM,01/24/2020 11:40 AM,495,2575.7,88.13,68.0,42,28.0,34,2,Active,Male,No,82
ID0x2719,09/18/2011 04:08 AM,10/15/2011 11:17 AM,26,434.17,142.57,,6,3.0,1,0,Inactive,Male,No,37
ID0x1ee9,03/09/2019 06:18 AM,06/27/2020 03:32 AM,27,847.38,94.09,12.0,6,4.0,4,1,,Female,No,70
ID0x3369,10/17/2010 06:23 AM,04/17/2018 07:22 PM,343,1789.07,145.24,125.0,80,30.0,63,12,,Male,No,83
ID0x2fb4,07/21/2016 04:10 PM,11/26/2020 02:36 AM,195,2635.25,266.0,108.0,42,30.0,34,13,Active,Female,Yes,113
ID0x240b,08/15/2011 12:36 PM,05/04/2017 08:43 PM,222,2149.99,115.51,71.0,38,24.0,53,18,Passive,Male,Yes,109
ID0x1cd2,12/19/2016 12:07 PM,07/31/2018 11:25 AM,63,218.85,101.0,30.0,10,5.0,14,0,Passive,Female,No,50
ID0x18ff,03/03/2013 06:27 PM,02/02/2014 08:33 AM,35,919.26,151.55,20.0,6,3.0,5,0,Inactive,Female,No,29
ID0x34dd,02/19/2013 10:21 PM,05/04/2013 09:36 PM,41,260.21,136.4,14.0,5,6.0,5,2,Inactive,Female,No,47
ID0x28f3,03/15/2018 11:38 PM,06/19/2020 05:57 PM,48,452.27,209.83,20.0,11,4.0,7,0,Active,Male,Yes,72
ID0x23e9,02/08/2015 01:35 PM,11/15/2017 08:21 AM,177,1613.15,198.08,99.0,31,12.0,31,9,Passive,Male,No,123
ID0x2d47,02/04/2020 09:06 AM,10/21/2020 02:17 PM,71,320.62,244.0,25.0,14,9.0,16,1,Active,Female,Yes,106
ID0x21b2,05/17/2012 03:05 AM,03/14/2013 05:18 AM,73,159.31,213.0,30.0,12,4.0,6,0,Inactive,Female,No,45
ID0xac0,03/28/2015 12:00 AM,11/06/2019 09:35 AM,143,2276.24,309.92,74.0,26,25.0,9,5,Active,Male,No,144
ID0xeb1,12/03/2019 07:30 PM,08/18/2020 06:51 AM,34,554.5,188.22,14.0,6,4.0,5,0,Active,Male,Yes,63
ID0x689,02/20/2014 02:01 AM,12/16/2018 05:23 PM,162,1705.49,318.71,82.0,41,25.0,18,2,Passive,Male,No,82
ID0x3a46,12/27/2011 10:47 AM,01/25/2017 11:15 PM,130,1430.29,309.3,42.0,29,16.0,19,5,Passive,Male,No,101
ID0x3752,01/11/2011 09:00 PM,05/30/2018 02:38 AM,106,485.18,168.22,44.0,14,18.0,17,0,Passive,Male,Yes,145
